timestamp,cpu_usage,memory_usage,disk_read,disk_write,network_in,network_out
1788934009.923,8.8,59.3,27.86,111.44,25.87,68.65
1788934010.928,9.5,59.1,27.86,99.49,32.83,82.58
1788934011.929,17.6,60.2,9423.32,439.78,102.95,176.91
1788934012.934,15.2,60.0,768.14,1070.62,256.71,76.62
1788934013.939,20.5,60.1,9475.95,1922.25,103.48,108.45
1788934014.944,10.6,60.0,477.6,210.94,15.92,9.95
1788934015.949,9.7,59.5,167.15,2933.16,22.88,83.58
1788934016.954,6.7,59.3,31.84,115.42,26.86,107.46
1788934017.959,9.7,59.3,11.93,99.45,20.89,77.57
1788934018.965,11.6,59.4,7.96,135.28,34.82,101.46
1788934019.97,7.3,59.4,0.0,103.48,26.87,99.5
1788934020.975,6.2,59.1,19.9,1810.59,23.88,63.67
1788934021.98,6.6,58.9,0.0,485.52,22.88,114.42
1788934022.985,5.9,58.8,0.0,99.5,9.95,5.97
1788934023.991,6.7,58.9,95.46,1356.29,12.93,67.62
1788934024.996,7.1,58.9,0.0,99.5,17.91,69.65
1788934026.0,5.2,58.8,15.93,99.59,16.93,70.71
1788934027.0,13.0,60.8,31.98,207.89,23.99,117.94
1788934028.006,8.0,60.9,7.96,107.4,26.85,79.56
1788934029.022,6.8,60.4,0.0,165.41,18.71,70.89
1788934030.027,5.8,59.4,0.0,99.48,19.9,66.65
1788934031.032,8.8,59.3,19.9,7823.8,28.85,26.86
1788934032.037,3.6,58.8,0.0,99.5,32.84,144.28
1788934033.042,9.0,59.2,0.0,103.45,29.84,94.5
1788934034.047,11.8,60.4,15.92,214.92,36.81,141.29
1788934035.052,9.3,60.4,63.69,171.16,20.9,67.67
1788934036.057,7.3,59.8,0.0,111.44,9.95,8.96
1788934037.06,7.7,59.5,0.0,99.72,24.93,77.78
1788934038.065,7.0,59.6,0.0,95.55,15.93,102.52
1788934039.07,8.0,60.9,0.0,1130.27,27.86,69.65
1788934040.075,11.0,59.6,35.82,306.45,10.94,17.91
1788934041.08,8.0,60.2,0.0,99.49,7.96,65.66
1788934042.085,6.5,59.4,0.0,99.5,21.89,73.63
1788934043.09,7.5,58.9,7.96,99.5,27.86,128.35
1788934044.095,7.9,58.8,0.0,99.5,19.9,74.63
1788934045.1,12.6,59.7,15.92,103.48,22.89,75.62
1788934046.105,8.0,59.8,1237.75,7346.89,15.92,68.65
1788934047.111,9.1,60.8,0.0,166.99,18.89,78.52
1788934048.116,10.0,60.0,0.0,99.5,37.81,156.21
1788934049.121,7.2,59.9,0.0,99.5,30.84,98.5
1788934050.127,7.2,59.9,0.0,99.43,21.87,65.62
1788934051.134,7.9,59.7,0.0,111.26,20.86,71.52
1788934052.139,10.7,59.5,0.0,99.5,18.9,65.67
1788934053.144,9.0,59.5,11.94,966.82,16.91,37.8
1788934054.145,4.3,59.5,0.0,99.86,13.98,76.89
1788934055.151,6.5,60.5,0.0,95.49,27.85,79.58
1788934056.156,11.5,60.7,15.92,505.46,15.92,71.64
1788934057.161,11.2,60.2,366.09,210.9,15.92,9.95
1788934058.166,15.7,60.5,0.0,1357.19,19.9,187.06
1788934059.172,8.0,60.1,0.0,99.4,27.83,71.56
1788934060.177,14.5,59.9,481.58,2348.18,68.65,110.44
1788934061.182,8.8,60.0,242.78,3088.51,91.54,121.39
1788934062.187,8.7,60.5,103.48,111.44,8.95,5.97
1788934063.192,11.7,60.4,167.16,358.2,2.98,95.52
1788934064.196,11.7,60.9,23.9,1684.91,8.96,28.88
1788934065.202,12.4,60.5,0.0,99.5,0.99,0.99
1788934066.208,10.6,60.4,15.9,2916.84,6.95,5.96
1788934067.215,5.2,59.7,0.0,103.34,2.98,2.98
1788934068.22,8.3,59.7,986.46,1304.68,0.99,0.99
1788934069.225,11.8,60.7,298.5,401.98,68.65,71.64
1788934070.226,8.1,60.6,7.99,111.87,6.99,12.98
1788934071.228,7.0,60.4,1721.26,99.84,1.0,1.0
1788934072.235,7.1,60.2,4585.32,95.36,2.98,2.98
1788934073.24,12.3,60.0,0.0,99.5,0.99,0.99
1788934074.245,8.1,60.1,0.0,99.49,1.99,1.99
1788934075.25,3.7,60.0,0.0,99.5,1.99,45.77
1788934076.255,5.9,60.0,0.0,99.5,3.98,3.98
1788934077.26,6.4,60.0,15.91,99.46,2.98,2.98
1788934078.265,5.7,60.1,0.0,99.5,0.99,0.99
1788934079.27,9.8,60.2,1038.78,1297.48,1.99,2.98
1788934080.275,6.6,60.2,0.0,99.5,2.98,2.98
1788934081.28,3.1,60.0,15.92,795.91,8.95,1.99
1788934082.286,3.8,60.0,0.0,99.5,0.99,0.99
1788934083.291,7.0,60.1,31.83,107.43,1.99,1.99
1788934084.297,5.4,60.0,3.98,103.39,1.99,1.99
1788934085.302,3.8,59.9,0.0,99.46,1.99,1.99
1788934086.308,3.6,59.8,0.0,2915.2,0.99,0.99
1788934087.314,4.3,59.8,0.0,99.38,0.99,0.99
1788934088.319,4.8,59.8,0.0,99.5,1.99,1.99
1788934089.324,4.8,59.7,0.0,99.5,1.99,1.99
1788934090.327,5.1,59.6,7.98,5485.24,1.0,1.0
1788934091.332,7.3,59.8,0.0,597.0,24.88,24.88
1788934092.337,3.9,59.8,0.0,103.45,2.98,1.99
1788934093.343,3.8,59.8,0.0,99.46,1.99,1.99
1788934094.348,4.0,59.8,7.96,541.04,2.98,21.88
1788934095.353,3.9,59.8,0.0,99.5,2.98,1.99
1788934096.359,4.3,59.8,0.0,103.44,0.99,3.98
1788934097.364,3.7,59.8,3.98,99.5,2.98,2.98
1788934098.369,10.9,59.8,19.89,95.46,1.99,48.72
1788934099.374,12.3,60.7,298.5,127.36,97.51,82.58
1788934100.379,13.0,60.4,15.92,99.5,19.9,34.82
1788934101.385,9.8,60.5,0.0,99.43,12.93,34.8
1788934102.39,16.5,61.7,0.0,99.49,2.98,1.99
1788934103.392,17.5,61.7,1222.09,2615.91,3.99,21.97
1788934104.395,15.0,61.4,0.0,99.65,23.91,12.95
1788934105.396,11.6,61.2,0.0,99.98,3.0,2.0
1788934106.401,9.5,61.2,0.0,99.5,1.99,1.99
1788934107.402,11.7,60.7,6537.99,95.91,15.99,76.93
1788934108.407,15.4,62.4,59.7,2873.54,7.96,24.87
1788934109.411,8.5,61.5,7.96,99.52,7.96,17.91
1788934110.416,10.8,61.8,0.0,171.13,1.99,1.99
1788934111.422,9.7,61.0,7.96,863.2,5.97,14.92
1788934112.427,5.6,60.3,0.0,103.48,1.0,1.0
1788934113.432,7.2,60.3,0.0,99.5,2.98,2.98
1788934114.437,19.6,60.4,0.0,103.48,2.98,2.98
1788934115.443,5.1,60.3,3.98,2775.31,0.99,20.87
1788934116.445,7.3,60.3,0.0,99.77,4.99,2.0
1788934117.45,8.7,60.3,0.0,99.5,0.99,0.99
1788934118.456,15.2,60.2,0.0,1727.24,0.99,0.99
1788934119.461,8.3,60.2,0.0,222.86,3.98,4.97
1788934120.467,9.1,60.2,3.98,3944.95,1.99,1.99
1788934121.472,6.9,60.1,3.98,266.65,62.68,24.87
1788934122.477,6.1,60.3,0.0,99.46,0.99,0.99
1788934123.477,9.4,60.4,31.99,107.98,16.0,10.0
1788934124.485,7.4,60.6,0.0,95.27,30.76,14.89
1788934125.49,4.6,60.2,15.92,99.5,1.99,0.99
1788934126.495,5.8,60.1,143.28,103.48,4.98,3.98
1788934127.5,4.5,60.4,35.82,481.54,83.57,31.84
1788934128.5,9.5,61.0,0.0,579.74,19.99,37.98
1788934129.506,4.3,60.2,0.0,107.43,1.99,1.99
1788934130.511,3.1,60.2,0.0,99.48,0.99,0.99
1788934131.516,3.9,60.1,0.0,99.48,2.98,1.99
1788934132.521,3.5,60.4,19.9,99.5,11.94,30.84
1788934133.522,2.3,60.3,4.0,95.93,6.99,3.0
1788934134.527,3.1,60.0,0.0,282.55,1.99,1.99
1788934135.533,2.8,60.0,0.0,99.42,0.99,0.99
1788934136.538,4.7,59.9,0.0,99.5,1.99,1.99
1788934137.544,7.0,59.8,47.73,839.31,2.98,2.98
1788934138.55,5.6,60.2,0.0,99.33,0.99,0.99
1788934139.555,8.1,60.0,7.96,99.49,1.99,2.98
1788934140.561,6.4,59.9,0.0,99.45,9.95,1.99
1788934141.568,6.2,59.9,0.0,103.32,0.99,0.99
1788934142.571,4.7,59.8,0.0,95.71,1.0,1.0
1788934143.576,9.9,60.5,0.0,99.5,1.99,1.99
1788934144.581,10.8,60.4,0.0,99.5,1.99,1.99
1788934145.586,7.5,60.4,0.0,99.5,1.99,1.99
1788934146.591,6.7,60.5,0.0,99.5,0.99,0.99
1788934147.593,6.5,60.6,3.99,103.72,1.99,1.99
1788934148.599,10.0,60.7,47.75,1130.01,2.98,2.98
1788934149.604,5.6,60.4,0.0,99.49,1.99,1.99
1788934150.608,7.8,60.6,23.9,3713.06,55.78,27.89
1788934151.613,5.4,61.2,0.0,143.25,39.79,33.82
1788934152.618,7.5,61.1,0.0,99.5,4.97,2.98
1788934153.623,4.2,60.5,0.0,103.48,1.99,1.99
1788934154.624,4.0,60.1,0.0,99.92,2.0,2.0
1788934155.629,6.1,60.5,0.0,99.47,1.99,4.97
1788934156.635,7.7,60.4,0.0,103.44,0.99,0.99
1788934157.64,5.0,60.4,0.0,688.5,4.97,2.98
1788934158.646,6.7,60.6,0.0,389.77,0.99,1.99
1788934159.651,6.6,60.6,0.0,95.49,2.98,2.98
1788934160.657,4.9,60.3,0.0,99.41,0.99,0.99
1788934161.662,6.0,60.4,15.91,99.44,3.98,1.99
1788934162.667,6.9,61.5,7.96,1285.54,51.74,6.96
1788934163.674,7.8,61.0,3.98,99.39,2.98,10.93
1788934164.679,8.8,60.7,0.0,99.5,2.98,2.98
1788934165.684,9.1,60.2,0.0,99.5,3.98,20.89
1788934166.689,5.1,60.3,0.0,99.5,1.0,1.99
1788934167.694,5.4,60.3,0.0,103.48,1.99,1.99
1788934168.699,10.1,60.8,0.0,346.12,2.98,4.97
1788934169.704,13.3,61.8,0.0,3358.68,3.98,5.97
1788934170.709,8.1,61.4,0.0,103.48,6.96,2.98
1788934171.715,13.5,61.0,0.0,99.48,0.99,0.99
1788934172.72,7.5,60.9,111.42,756.04,4.97,33.82
1788934173.726,7.9,60.5,19.87,99.35,6.95,25.83
1788934174.731,6.5,60.3,0.0,107.45,2.98,2.98
1788934175.737,4.9,60.2,0.0,2915.06,0.99,0.99
1788934176.757,8.7,60.1,0.0,94.12,1.96,1.96
1788934177.763,4.2,60.1,0.0,103.45,1.99,0.99
1788934178.768,4.3,60.1,0.0,99.5,0.99,0.99
1788934179.774,4.8,60.1,0.0,99.4,2.98,3.98
1788934180.779,5.8,60.1,0.0,4489.44,7.96,1.99
1788934181.784,4.6,60.1,0.0,99.5,2.99,1.99
1788934182.789,4.1,60.0,15.92,1130.2,0.99,0.99
1788934183.794,4.8,60.0,0.0,99.5,1.99,1.99
1788934184.799,4.6,60.0,31.84,107.46,4.98,14.93
1788934185.805,2.5,60.0,0.0,99.41,2.98,1.99
1788934186.81,8.5,60.5,0.0,103.47,5.97,4.97
1788934187.815,4.9,60.3,79.6,107.46,0.99,1.99
1788934188.82,3.2,60.2,0.0,99.48,1.99,1.99
1788934189.825,3.9,60.2,0.0,107.46,1.99,1.99
1788934190.83,6.8,60.2,0.0,99.5,2.99,1.99
1788934191.835,7.7,60.0,0.0,99.5,1.0,1.0
1788934192.84,3.0,60.0,0.0,99.5,1.99,1.99
1788934193.846,3.3,60.0,0.0,525.01,0.99,1.99
1788934194.851,2.1,60.0,0.0,95.5,2.98,1.99
1788934195.857,4.4,60.0,0.0,99.43,0.99,10.94
1788934196.862,3.3,60.0,0.0,99.5,2.98,2.98
1788934197.867,9.5,60.6,0.0,99.5,67.66,95.52
1788934198.873,14.4,60.7,0.0,115.31,11.93,37.78
1788934199.878,9.8,60.6,0.0,99.55,17.92,36.83
1788934200.883,4.6,60.4,0.0,99.5,7.96,1.99
1788934201.888,4.1,60.2,0.0,103.48,1.99,20.9
1788934202.891,3.3,60.4,0.0,95.68,1.99,1.99
1788934203.896,8.7,60.3,0.0,99.46,19.89,9.95
1788934204.902,10.0,60.3,891.35,815.75,384.0,139.27
1788934205.907,7.5,59.9,0.0,792.02,86.56,6.96
1788934206.911,11.0,59.9,282.82,7811.51,3781.27,112.53
1788934207.916,25.9,60.5,6160.67,8532.61,204.96,513.39
1788934208.918,14.4,60.8,670.64,1073.81,57.88,26.95
1788934209.92,13.3,61.2,227.54,1556.86,37.92,55.89
1788934210.922,12.7,61.1,15.96,4504.74,71.82,227.43
1788934211.927,10.3,61.3,0.0,95.6,4.98,13.94
1788934212.932,10.8,61.0,0.0,99.49,0.99,0.99
1788934213.934,15.3,61.0,3.99,211.51,2.0,2.0
1788934214.939,19.2,61.0,0.0,1321.31,5.97,25.87
1788934215.944,4.6,60.4,0.0,103.48,3.98,3.98
1788934216.949,6.8,62.1,159.17,107.44,2.98,1.99
1788934217.954,6.4,61.5,0.0,99.48,1.99,1.99
1788934218.959,9.3,62.4,123.4,206.99,3.98,17.91
1788934219.964,7.3,62.1,15.92,596.95,7.96,18.9
1788934220.972,10.0,61.8,416.96,536.09,11.91,24.82
1788934221.977,10.2,61.2,274.6,1002.88,41.79,38.8
1788934222.983,14.3,61.0,0.0,608.46,24.86,24.86
1788934223.989,10.3,60.9,95.43,1753.6,25.85,25.85
1788934224.994,6.3,60.6,0.0,608.92,25.87,58.7
1788934226.0,9.6,60.8,31.81,739.66,25.85,25.85
1788934227.005,8.0,60.6,0.0,481.55,25.87,24.87
1788934228.01,7.1,60.7,0.0,899.45,24.87,24.87
1788934229.014,12.3,60.6,0.0,478.07,23.9,23.9
1788934230.019,7.8,60.4,0.0,732.0,25.86,25.86
1788934231.024,8.2,60.7,0.0,1639.76,24.87,24.87
1788934232.029,7.0,60.6,0.0,493.52,24.87,24.87
1788934233.035,6.1,60.7,0.0,755.84,24.86,25.86
1788934234.04,5.8,60.8,0.0,624.78,25.87,24.87
1788934235.045,19.2,59.9,3.98,624.79,24.87,24.87
1788934236.05,11.9,59.5,0.0,624.86,25.87,26.86
1788934237.055,6.0,59.5,0.0,624.6,25.86,24.86
1788934238.056,5.2,59.3,0.0,1778.58,25.98,71.94
1788934239.061,7.3,59.2,15.92,624.86,24.88,23.88
1788934240.066,9.5,59.2,437.77,1627.7,25.87,26.86
1788934241.071,15.0,59.3,39.8,6638.33,37.81,38.8
1788934242.077,7.2,59.3,0.0,624.73,49.74,24.87
1788934243.082,7.2,59.2,95.5,648.62,24.87,24.87
1788934244.088,7.0,59.3,15.9,504.92,27.83,25.84
1788934245.09,6.2,59.3,0.0,642.88,25.95,49.91
1788934246.093,4.9,59.3,3.99,1140.58,25.92,27.92
1788934247.098,13.9,59.2,0.0,775.77,24.86,24.86
1788934248.104,7.7,59.3,47.74,648.42,24.86,24.86
1788934249.109,7.8,59.2,0.0,640.78,25.87,25.87
1788934250.114,8.4,59.2,3.98,648.74,25.87,25.87
1788934251.119,8.7,59.7,79.55,688.1,24.86,24.86
1788934252.125,16.0,60.0,8219.81,4221.31,34.81,40.78
1788934253.13,17.6,60.4,0.0,648.74,30.84,28.85
1788934254.135,7.3,60.4,31.84,2013.89,24.88,24.88
1788934255.14,3.4,60.3,0.0,652.92,24.88,24.88
1788934256.145,4.1,60.1,1775.05,3335.19,24.87,24.87
1788934257.15,6.4,60.2,15.91,799.7,24.87,24.87
1788934258.155,7.1,60.0,23.88,660.68,24.88,24.88
1788934259.161,13.3,59.7,0.0,656.39,25.86,25.86
1788934260.166,8.6,60.0,0.0,656.58,33.82,26.86
1788934261.171,10.3,60.5,0.0,660.64,26.86,36.81
1788934262.177,6.8,60.5,0.0,655.72,25.83,25.83
1788934263.183,7.0,60.1,0.0,656.43,24.86,24.86
1788934264.185,8.3,60.7,0.0,814.41,25.95,25.95
1788934265.19,9.5,60.6,0.0,672.6,27.86,45.77
1788934266.195,15.8,60.4,0.0,815.9,25.87,52.73
1788934267.2,8.1,60.5,0.0,815.9,25.87,24.87
1788934268.206,6.5,60.6,0.0,1026.02,24.86,24.86
1788934269.212,7.7,60.6,19.88,699.85,25.85,25.85
1788934270.218,6.7,60.5,79.48,4895.95,25.83,25.83
1788934271.223,8.9,60.6,0.0,2726.29,24.87,24.87
1788934272.225,16.9,61.1,15.97,526.85,30.93,28.94
1788934273.23,10.2,61.1,0.0,673.11,24.89,24.89
1788934274.235,12.1,61.0,0.0,1193.73,28.85,48.74
1788934275.24,9.3,60.9,3.98,688.53,30.84,38.8
1788934276.245,8.0,60.7,0.0,692.47,24.87,24.87
1788934277.25,8.5,60.7,0.0,688.5,24.87,24.87
1788934278.256,14.5,60.7,0.0,688.31,24.87,25.86
1788934279.261,6.0,60.5,7.96,1321.37,26.87,26.87
1788934280.266,7.7,60.4,59.7,959.18,53.73,27.86
1788934281.271,5.2,61.2,0.0,581.07,60.69,25.87
1788934282.276,5.5,60.6,0.0,835.67,24.87,24.87
1788934283.282,4.1,60.2,15.9,99.37,2.98,1.99
1788934284.287,3.9,60.0,0.0,99.49,2.98,12.93
1788934285.293,8.1,60.5,0.0,99.48,1.99,1.99
1788934286.298,6.3,60.2,67.66,139.29,23.88,25.87
1788934287.304,3.8,59.9,0.0,99.36,3.97,12.92
1788934288.31,2.8,59.8,15.91,99.41,4.97,3.98
1788934289.315,2.4,59.7,0.0,282.49,1.99,1.99
1788934290.321,3.2,59.8,0.0,95.45,0.99,0.99
1788934291.327,6.1,59.8,0.0,103.42,2.98,34.8
1788934292.332,5.5,59.8,47.75,99.48,0.99,1.99
1788934293.337,4.2,59.5,0.0,99.46,1.99,1.99
1788934294.343,3.2,59.4,0.0,99.45,1.99,1.99
1788934295.348,5.6,59.3,0.0,99.48,2.98,1.99
1788934296.353,3.4,59.4,0.0,99.47,0.99,0.99
1788934297.359,3.0,59.4,0.0,99.49,1.99,1.99
1788934298.36,2.1,59.4,0.0,95.84,1.0,1.0
1788934299.365,2.8,59.5,0.0,99.48,1.99,2.98
1788934300.367,12.3,59.5,0.0,4354.75,2.0,1.0
1788934301.372,3.1,59.5,0.0,1130.19,8.95,2.98
1788934302.378,2.9,59.5,0.0,298.25,1.99,9.94
1788934303.383,3.5,59.3,0.0,107.44,2.98,1.99
1788934304.389,4.5,59.3,0.0,222.61,1.99,1.99
1788934305.396,3.6,59.4,0.0,103.31,2.98,2.98
1788934306.401,5.7,59.4,0.0,107.45,6.96,3.98
1788934307.406,3.4,59.4,0.0,95.51,1.99,1.99
1788934308.411,5.4,59.4,1066.49,107.45,0.99,0.99
1788934309.416,3.5,59.4,0.0,99.49,1.99,1.99
1788934310.421,5.2,59.5,0.0,107.45,1.99,2.98
1788934311.426,6.8,59.5,19.9,210.93,0.99,0.99
1788934312.432,6.0,59.6,0.0,99.45,1.99,1.99
1788934313.437,5.8,59.6,0.0,99.49,0.99,0.99
1788934314.442,6.6,60.1,0.0,99.47,1.99,1.99
1788934315.447,5.7,59.9,0.0,99.49,1.99,1.99
1788934316.453,3.5,59.8,0.0,1193.68,0.99,0.99
1788934317.458,4.2,59.7,0.0,99.5,1.99,0.99
1788934318.463,4.8,59.5,0.0,99.49,1.99,2.98
1788934319.469,5.9,59.8,0.0,99.38,4.97,39.75
1788934320.474,9.7,60.6,0.0,99.49,12.93,3.98
1788934321.48,8.7,60.6,7.96,103.42,1.99,1.99
1788934322.485,8.1,60.4,0.0,99.5,0.99,0.99
1788934323.491,12.9,60.3,43.76,179.0,1.99,1.99
1788934324.496,9.4,60.4,7.96,107.45,5.97,5.97
1788934325.501,9.8,60.4,0.0,95.5,0.99,0.99
1788934326.507,7.8,60.4,27.84,99.43,2.98,2.98
1788934327.512,13.7,60.8,0.0,1133.52,47.73,47.73
1788934328.517,8.0,60.8,0.0,700.46,25.87,25.87
1788934329.524,10.2,60.1,0.0,703.55,24.84,33.79
1788934330.529,13.4,61.2,0.0,3443.48,45.78,25.88
1788934331.534,16.9,62.6,39.8,1006.91,24.87,24.87
1788934332.539,8.5,61.5,0.0,1102.45,29.85,29.85
1788934333.543,11.0,61.0,1938.92,2695.37,39.81,43.79
1788934334.545,9.7,60.9,287.38,706.47,33.93,38.92
1788934335.551,6.7,60.7,497.29,552.99,31.83,44.76
1788934336.556,13.3,60.5,0.0,708.11,24.86,24.86
1788934337.562,11.8,60.6,71.63,708.36,24.87,25.87
1788934338.567,7.2,60.6,11.94,867.63,27.86,38.8
1788934339.572,5.4,60.5,3.98,720.29,25.87,52.73
1788934340.577,6.2,60.5,0.0,875.54,25.87,24.87
1788934341.582,10.2,60.6,63.68,875.59,27.86,37.81
1788934342.586,16.0,60.8,143.48,805.06,115.58,162.41
1788934343.591,9.1,60.5,0.0,720.35,23.88,23.88
1788934344.596,7.6,60.5,0.0,720.25,25.87,25.87
1788934345.602,8.0,60.2,0.0,723.39,24.84,25.84
1788934346.607,7.3,60.1,0.0,720.37,25.87,24.87
1788934347.612,15.6,60.5,0.0,565.39,33.84,65.7
1788934348.617,16.5,60.8,0.0,720.28,49.74,26.86
1788934349.622,13.8,61.0,2411.73,895.44,26.86,45.77
1788934350.627,12.9,61.0,0.0,895.46,25.87,24.87
1788934351.635,10.1,61.0,3.97,2088.52,24.82,25.81
1788934352.64,9.8,61.0,0.0,736.29,25.87,24.87
1788934353.645,13.2,60.7,147.26,577.1,28.85,44.77
1788934354.651,15.5,60.8,0.0,894.18,37.75,82.46
1788934355.656,11.8,62.2,0.0,736.3,26.86,24.87
1788934356.661,11.1,62.5,83.58,1317.37,27.86,41.79
1788934357.666,14.4,61.9,3.98,967.13,30.84,40.79
1788934358.671,10.3,60.9,0.0,736.3,28.85,37.81
1788934359.676,5.9,60.6,0.0,736.29,24.87,24.87
1788934360.681,7.4,60.5,0.0,7597.77,32.83,25.87
1788934361.686,10.4,60.2,803.96,1373.1,23.88,23.88
1788934362.691,23.3,60.4,183.08,1914.37,28.85,46.76
1788934363.695,24.0,60.5,286.95,2315.51,24.91,24.91
1788934364.701,21.8,60.6,708.06,1432.04,26.85,34.81
1788934365.706,13.6,60.6,0.0,935.3,29.85,65.67
1788934366.711,10.0,60.6,3.98,756.2,26.86,24.87
1788934367.716,9.3,60.6,0.0,752.22,24.87,24.87
1788934368.716,8.4,60.9,15.99,883.32,25.98,63.95
1788934369.72,6.6,60.7,0.0,753.07,25.9,25.9
1788934370.725,11.2,60.6,7.96,871.63,60.7,27.86
1788934371.73,12.6,61.3,0.0,811.92,60.69,25.87
1788934372.736,5.8,60.8,0.0,767.45,24.85,24.85
1788934373.741,9.1,60.6,19.9,768.14,38.81,28.86
1788934374.746,7.0,60.7,7370.7,1886.45,29.85,28.85
1788934375.751,8.1,60.7,139.3,907.43,25.87,24.87
1788934376.757,9.1,60.5,0.0,767.79,29.84,31.83
1788934377.762,10.0,60.1,0.0,763.82,25.86,25.86
1788934378.768,8.3,60.2,0.0,978.21,24.85,26.84
1788934379.773,10.2,60.1,0.0,604.93,28.85,46.76
1788934380.778,8.2,60.1,0.0,772.12,32.84,25.87
1788934381.783,8.1,60.2,0.0,788.04,24.87,24.87
1788934382.789,6.2,60.1,0.0,955.13,24.87,26.86
1788934383.794,13.8,60.4,83.58,1631.79,24.87,24.87
1788934384.797,12.7,60.4,63.76,785.09,25.9,27.9
1788934385.802,4.4,60.4,0.0,608.9,24.87,24.87
1788934386.807,4.7,60.1,0.0,784.07,24.88,25.87
1788934387.812,6.2,60.3,0.0,784.06,24.87,24.87
1788934388.818,2.8,60.2,0.0,99.46,0.99,1.99
1788934389.823,3.1,59.8,0.0,99.5,3.98,3.98
1788934390.829,9.8,59.9,3.98,7032.24,24.85,25.84
1788934391.834,6.4,60.0,0.0,1130.31,1.99,1.99
1788934392.839,8.9,60.6,0.0,99.5,0.99,1.99
1788934393.844,4.3,60.6,0.0,99.5,0.99,0.99
1788934394.85,5.4,60.6,0.0,95.41,3.98,37.76
1788934395.855,5.6,60.7,0.0,103.48,2.98,16.91
1788934396.86,6.5,60.2,0.0,99.5,1.0,1.99
1788934397.867,8.3,60.8,0.0,99.35,3.97,3.97
1788934398.872,5.1,60.4,0.0,342.26,1.99,3.98
1788934399.877,5.6,60.7,0.0,143.28,37.81,3.98
1788934400.882,13.7,61.0,0.0,143.28,14.92,2.98
1788934401.887,8.3,60.9,0.0,99.5,5.97,3.98
1788934402.892,4.9,60.6,0.0,99.5,1.99,2.99
1788934403.897,3.0,60.3,0.0,1185.94,1.99,1.99
1788934404.902,4.1,60.1,0.0,99.5,2.98,4.97
1788934405.907,6.5,60.1,0.0,437.8,1.99,0.99
1788934406.912,4.9,60.0,0.0,99.5,1.99,3.98
1788934407.917,6.7,60.5,31.84,266.66,1.0,1.0
1788934408.923,4.8,60.2,0.0,99.46,1.99,2.98
1788934409.929,5.5,60.1,0.0,222.6,1.99,2.98
1788934410.934,7.1,60.5,0.0,103.48,2.99,11.94
1788934411.939,4.7,60.4,0.0,99.5,1.99,1.99
1788934412.94,6.2,60.6,0.0,95.9,4.0,21.98
1788934413.945,8.9,60.5,43.78,99.5,0.99,0.99
1788934414.95,11.8,60.5,0.0,99.49,2.98,4.97
1788934415.955,3.6,60.2,0.0,99.5,1.99,0.99
1788934416.96,2.6,60.2,0.0,99.5,1.99,2.99
1788934417.965,5.6,60.5,0.0,99.5,1.99,30.84
1788934418.97,3.0,60.2,0.0,99.5,1.99,5.97
1788934419.975,2.9,60.0,0.0,99.5,2.98,1.99
1788934420.979,4.5,60.0,3.99,3655.15,31.89,14.95
1788934421.984,3.0,60.1,0.0,99.5,33.83,2.98
1788934422.989,3.6,60.0,0.0,99.5,1.0,1.99
1788934423.994,3.0,59.9,3.98,107.45,19.9,10.94
1788934425.0,3.9,59.8,0.0,99.42,27.84,4.97
1788934426.005,4.0,59.8,318.4,103.48,7.96,5.97
1788934427.01,5.2,60.5,0.0,103.48,1.99,2.99
1788934428.015,8.0,60.4,191.04,107.46,9.95,19.9
1788934429.02,6.8,60.4,23.88,457.67,5.97,8.95
1788934430.027,5.8,60.3,0.0,95.37,7.95,1.99
1788934431.032,8.0,60.3,0.0,99.5,1.99,4.97
1788934432.037,17.4,61.1,6085.44,417.9,65.67,14.93
1788934433.042,13.1,61.3,1886.5,143.28,28.85,60.69
1788934434.047,13.2,60.5,39.8,115.42,9.95,5.97
1788934435.052,6.8,60.5,0.0,1703.44,2.99,2.99
1788934436.057,5.6,60.4,0.0,99.5,1.0,2.99
1788934437.062,5.5,60.6,0.0,99.5,0.99,0.99
1788934438.073,6.0,60.5,3.95,458.75,4.94,35.59
1788934439.078,8.3,60.6,0.0,99.5,0.99,0.99
1788934440.083,8.1,60.7,0.0,99.5,8.95,3.98
1788934441.088,8.8,60.8,0.0,222.88,1.99,1.99
1788934442.093,6.9,60.6,0.0,103.48,2.98,23.88
1788934443.098,6.6,60.5,0.0,99.5,1.0,10.95
1788934444.103,8.1,60.6,0.0,99.5,2.99,11.94
1788934445.108,7.8,60.4,111.44,99.5,2.99,2.99
1788934446.114,7.6,60.5,0.0,99.47,0.99,2.98
1788934447.119,7.4,60.4,0.0,95.53,1.0,1.0
1788934448.124,8.0,60.4,0.0,99.5,1.99,2.98
1788934449.129,5.7,60.4,0.0,103.48,0.99,0.99
1788934450.134,3.3,60.1,0.0,99.5,3.98,4.98
1788934451.139,14.7,60.7,0.0,6706.31,118.41,29.85
1788934452.144,10.1,60.8,15.92,99.5,2.98,4.97
1788934453.149,8.3,60.7,3.98,222.88,9.95,6.97
1788934454.154,9.4,60.7,0.0,99.5,1.0,1.99
1788934455.159,7.2,60.8,270.58,95.5,1.99,1.99
1788934456.164,6.0,60.8,0.0,103.48,5.97,7.96
1788934457.169,7.7,60.8,0.0,764.16,16.91,3.98
1788934458.174,15.0,60.9,179.1,270.64,55.72,24.87
